USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
13031,4/29/2021 20:15:05,25-34,Law,Office administrator,100000,17500,USD,United States ,Ohio,Cleveland,11 - 20 years,11 - 20 years,Master's degree,Woman
1695,4/29/2021 20:16:21,25-34,Insurance,Talent Management Specialist II,64000,10000,Other,USA,Texas,Houston,5-7 years,5-7 years,College degree,Woman
1717,4/29/2021 20:18:29,45-54,Tabletop Games Publishing,President,42000,0,USD,USA,Maryland,Silver Spring,21 - 30 years,11 - 20 years,College degree,Man
8399,4/29/2021 20:18:57,55-64,Education (Higher Education),Administrative Assistant ,50000,0,USD,United States ,California,Orang,31 - 40 years,5-7 years,College degree,Woman
3622,4/29/2021 20:19:26,35-44,Art & Design,Architectural Designer,50000,5000,USD,United States,Alaska,Phoenix,8 - 10 years,2 - 4 years,Master's degree,Woman
11700,4/29/2021 20:22:49,35-44,Engineering or Manufacturing,Production Scheduler,73000,2500,USD,USaa,Texas,Houston,11 - 20 years,11 - 20 years,High School,Woman
9155,4/29/2021 20:23:17,35-44,Nonprofits,Associate Director/Program Officer,81000,2000,USD,USA,Georgia,Atlanta,11 - 20 years,8 - 10 years,Master's degree,Woman
5720,4/29/2021 20:24:20,35-44,Utilities & Telecommunications,HR Manager,71000,1500,USD,United States,Illinois,Bloomington ,11 - 20 years,8 - 10 years,Master's degree,Woman
5806,4/29/2021 20:28:16,25-34,Art & Design,Graphic Designer,53800,2000,USD,USA,Maryland,Columbia ,5-7 years,2 - 4 years,College degree,Woman
9184,4/29/2021 20:30:38,25-34,Education (Primary/Secondary),Middle School Teacher,52000,0,USD,United States,Massachusetts,Springfield,5-7 years,2 - 4 years,Master's degree,Non-binary
10497,4/29/2021 20:32:28,35-44,Computing or Tech,Staff Software Engineer,105000,5500,USD,United States,Virginia,Waynesboro,21 - 30 years,5-7 years,Master's degree,Man
2730,4/29/2021 20:34:59,35-44,Business or Consulting,Senior Software Engineer,112000,10000,USD,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,PhD,Non-binary
1099,4/29/2021 20:36:12,35-44,Computing or Tech,Penetration Tester,106000,4000,USD,United States,Virginia,Richmond,21 - 30 years,8 - 10 years,Some college,Man
4957,4/29/2021 20:39:34,35-44,Transport or Logistics,Project manager,60000,2400,USD,United states,Indiana,Anderson ,8 - 10 years,8 - 10 years,High School,Woman
3724,4/29/2021 20:43:32,25-34,Recruitment or HR,Human Resource Generalist,57000,2000,USD,United States,Florida,Sarasota,5-7 years,2 - 4 years,College degree,Woman
3245,4/29/2021 20:46:49,25-34,Nonprofits,Grants Director,54000,1000,USD,USA,Pennsylvania,Prefer not to answer,2 - 4 years,2 - 4 years,College degree,Woman
4800,4/29/2021 20:47:51,35-44,Computing or Tech,Senior Manager,93000,6000,USD,U.S.,Georgia,Atlanta,21 - 30 years,11 - 20 years,College degree,Woman
268,4/29/2021 20:49:29,25-34,Recruitment or HR,Senior HR Generalist,81800,8100,USD,United States,Connecticut,Stamford,5-7 years,5-7 years,Master's degree,Woman
9559,4/29/2021 20:51:52,25-34,Hospitality & Events,Sr. Event Specialist,56000,2000,USD,United States,Michigan,Lansing ,8 - 10 years,5-7 years,College degree,Woman
11099,4/29/2021 20:55:25,35-44,Recruitment or HR,Hr/ project coordinator ,62500,0,USD,United States,Florida,Tampa,11 - 20 years,2 - 4 years,College degree,Woman
7604,4/29/2021 20:57:06,35-44,Education (Higher Education),Associate Director of Admissions,85000,0,USD,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman
4715,4/29/2021 20:57:32,25-34,"Accounting, Banking & Finance",Financial Planning Associate,60000,12000,USD,United States,Pennsylvania,New Hope,1 year or less,1 year or less,College degree,Woman
6989,4/29/2021 20:58:07,45-54,Media & Digital,"Sr. Software Engineer, Test",121000,20000,USD,United States ,Washington,Seattle ,21 - 30 years,21 - 30 years,College degree,Man
5093,4/29/2021 20:59:21,18-24,"Accounting, Banking & Finance",Senior Business Analyst,97929,7500,USD,US,Virginia,McLean ,2 - 4 years,2 - 4 years,College degree,Woman
2734,4/29/2021 21:03:13,25-34,Media & Digital,Reporter,125000,6000,USD,United States,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman
11728,4/29/2021 21:04:20,35-44,Nonprofits,Director of Operations & Culture,85000,0,USD,United States,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree,Woman
7930,4/29/2021 21:04:55,35-44,Computing or Tech,Senior Software Engineer,135000,0,USD,USA,New York,New York City,11 - 20 years,5-7 years,College degree,Man
10603,4/29/2021 21:05:33,35-44,Nonprofits,Business Analyst,82000,0,USD,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Some college,Woman
7927,4/29/2021 21:05:40,25-34,"Accounting, Banking & Finance",Experienced Senior Auditor,84000,0,USD,United States,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman
661,4/29/2021 21:08:49,25-34,"Marketing, Advertising & PR",Sales compensation analyst,110000,5000,USD,US,New York,New York,8 - 10 years,5-7 years,College degree,Woman
4733,4/29/2021 21:15:49,35-44,Law Enforcement & Security,911 Dispatcher,78000,10000,USD,Us,Virginia,Fairfax ,11 - 20 years,5-7 years,College degree,Woman
9859,4/29/2021 21:16:11,25-34,Education (Primary/Secondary),Teacher,54000,4000,USD,USA,South Carolina,Bluffton,8 - 10 years,8 - 10 years,Master's degree,Woman
1270,4/29/2021 21:18:21,35-44,Government and Public Administration,Quality Assurance Manager,74000,0,USD,United States,Texas,Austin,8 - 10 years,5-7 years,Master's degree,Woman
6007,4/29/2021 21:18:29,25-34,Engineering or Manufacturing,HR supervisor ,52000,300,USD,United States,Ohio,Mccomb,5-7 years,2 - 4 years,Master's degree,Woman
2340,4/29/2021 21:21:48,45-54,Recruitment or HR,HR Manager,90000,15000,USD,United States,Texas,Amarillo,21 - 30 years,21 - 30 years,Some college,Woman
3227,4/29/2021 21:22:41,18-24,Computing or Tech,Product Designer,140000,21000,USD,USA,Massachusetts,Remote,2 - 4 years,2 - 4 years,Master's degree,Woman
7306,4/29/2021 21:24:00,45-54,Hospitality & Events,Retail Manager,50000,4000,USD,USA,Washington,Seattle,21 - 30 years,8 - 10 years,Master's degree,Woman
7994,4/29/2021 21:29:11,25-34,Recruitment or HR,Recruiting Coordinator,55000,0,USD,US,Georgia,Atlanta,5-7 years,2 - 4 years,College degree,Woman
5164,4/29/2021 21:29:40,35-44,Education (Higher Education),Prospect Research ,61500,9000,USD,United States,Maine,Greater Portland ,11 - 20 years,5-7 years,Master's degree,Woman
6096,4/29/2021 21:33:10,25-34,Government and Public Administration,Human Resources Specialist Advanced,77438,0,USD,United States of America,Wisconsin,Madison,8 - 10 years,8 - 10 years,College degree,Woman
6995,4/29/2021 21:40:27,25-34,Computing or Tech,Technical Writer,95000,1200,USD,US,Colorado,Denver - remote,5-7 years,2 - 4 years,College degree,Woman
2096,4/29/2021 21:42:15,45-54,Insurance,Product Manager,81245,11000,USD,USA,Florida,Jacksonville,21 - 30 years,21 - 30 years,College degree,Woman
899,4/29/2021 21:43:53,55-64,Computing or Tech,Senior Technical Writer,112000,10000,USD,USA,Massachusetts,Boston,21 - 30 years,11 - 20 years,College degree,Woman
9116,4/29/2021 21:45:14,35-44,Health care,Project Manager II,126000,3000,USD,US,California,"Remote, company is based in Raleigh NC",11 - 20 years,11 - 20 years,Master's degree,Woman
451,4/29/2021 21:45:35,35-44,Computing or Tech,Product Manager,112000,18000,USD,USA,Texas,Austin,11 - 20 years,2 - 4 years,College degree,Man
3981,4/29/2021 21:45:54,35-44,Transport or Logistics,senior operations manager ,92000,3000,USD,United States,New York,nyc,11 - 20 years,8 - 10 years,College degree,Woman
4742,4/29/2021 21:47:09,35-44,"Accounting, Banking & Finance",Compliance Specialist,96000,8000,USD,United States,Minnesota,Minneapolis,21 - 30 years,8 - 10 years,College degree,Man
5765,4/29/2021 21:48:40,45-54,Computing or Tech,Software Application Development Advisor,140000,10000,USD,US,Pennsylvania,Pittsburgh,21 - 30 years,21 - 30 years,Master's degree,Woman
228,4/29/2021 21:50:38,25-34,Insurance,Analytic Science Specialist,102000,3000,USD,United States,Ohio,Columbus,2 - 4 years,2 - 4 years,PhD,Man
1417,4/29/2021 21:51:40,35-44,Education (Higher Education),Librarian ,50004,0,USD,USA ,Wyoming,Laramie,11 - 20 years,5-7 years,Master's degree,Woman
4695,4/29/2021 21:52:10,25-34,Government ,Project analyst ,70000,500,USD,United States,District of Columbia,"Washington, DC",8 - 10 years,5-7 years,Master's degree,Woman
798,4/29/2021 21:52:26,25-34,Insurance,Underwriter,48000,5000,USD,Usa ,Illinois,Bloomington,5-7 years,1 year or less,College degree,Woman
2040,4/29/2021 21:56:10,25-34,Health care,Psychologist ,87500,10000,USD,US,District of Columbia,DC,5-7 years,2 - 4 years,PhD,Woman
7963,4/29/2021 21:56:25,25-34,Health care,Scientist,130000,14300,USD,USA,California,South San Francisco,1 year or less,1 year or less,PhD,Woman
8437,4/29/2021 21:58:33,25-34,Professional services / architecture ,People coordinator ,78000,0,USD,USA,New York,Brooklyn ,2 - 4 years,2 - 4 years,College degree,Woman
11142,4/29/2021 21:59:34,18-24,Computing or Tech,Technology developer,67500,10000,USD,United states,New Jersey,Jersey city,2 - 4 years,1 year or less,College degree,Woman
9933,4/29/2021 21:59:40,25-34,Computing or Tech,Customer Success Manager,87000,8700,USD,US,New York,NYC,5-7 years,5-7 years,College degree,Woman
11037,4/29/2021 22:01:13,45-54,Recruitment or HR,Senior Recruiter,70000,18000,USD,United States,Washington,Seattle,11 - 20 years,5-7 years,College degree,Woman
6899,4/29/2021 22:05:14,25-34,Transport or Logistics,HR Analyst,68000,3000,USD,uSA,Arkansas,lowell,8 - 10 years,2 - 4 years,College degree,Woman
12590,4/29/2021 22:06:09,25-34,Education (Primary/Secondary),School psychologist ,65500,0,USD,USA,District of Columbia,Washington DC,1 year or less,1 year or less,PhD,Woman
2321,4/29/2021 22:06:15,35-44,Utilities & Telecommunications,Regulatory - environmental,94000,0,USD,United States,Wisconsin,Wisconsin,8 - 10 years,8 - 10 years,Master's degree,Woman
3055,4/29/2021 22:07:46,35-44,Health care,RN,78000,8000,USD,America,Kentucky,Murray,8 - 10 years,5-7 years,College degree,Woman
846,4/29/2021 22:08:30,45-54,Education (Higher Education),University Librarian,140000,0,USD,USA,Virginia,Lexington,11 - 20 years,11 - 20 years,PhD,Woman
3566,4/29/2021 22:10:48,25-34,Computing or Tech,Senior systems consultant,140000,0,USD,Usa,Florida,Fort Lauderdale,5-7 years,2 - 4 years,College degree,Woman
8216,4/29/2021 22:13:23,25-34,Engineering or Manufacturing,OSP Engineer,74500,15000,USD,United States,North Carolina,Raleigh,5-7 years,2 - 4 years,College degree,Man
12845,4/29/2021 22:13:29,35-44,Computing or Tech,Business analyst,112000,0,USD,US,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Man
6450,4/29/2021 22:15:11,35-44,Computing or Tech,Software Engineer,115000,5750,USD,United States of America ,Washington,Seattle,21 - 30 years,5-7 years,College degree,Woman
11045,4/29/2021 22:17:05,35-44,Recruitment or HR,Senior Manager - HRIS ,142000,23000,USD,United states,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman
620,4/29/2021 22:17:30,35-44,Recruitment or HR,Human Resources / Payroll,45000,0,USD,USA,Georgia,Warner Robins ,11 - 20 years,2 - 4 years,High School,Woman
12830,4/29/2021 22:17:32,25-34,Computing or Tech,Product Manager 2,135000,15000,USD,USA,Washington,Redmond,5-7 years,2 - 4 years,College degree,Woman
9475,4/29/2021 22:18:42,25-34,Scientific,Toxicologist I,80000,8000,USD,United States,Minnesota,Minneapolis ,2 - 4 years,2 - 4 years,College degree,Woman
5246,4/29/2021 22:20:13,25-34,Education (Primary/Secondary),7th grade ESOL Teacher,56400,1000,USD,United States,Georgia,Atlanta,11 - 20 years,5-7 years,Master's degree,Woman
1569,4/29/2021 22:21:45,35-44,Health care,Clinical Psychologist,78000,0,USD,US,California,Pomona,8 - 10 years,11 - 20 years,PhD,Woman
6705,4/29/2021 22:21:54,25-34,Health care,Doctor- Resident,52000,0,USD,Usa,Nevada,Las Vegas ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man
7132,4/29/2021 22:22:48,35-44,Nonprofits,Director Business Services,118450,0,USD,USA,California,Pleasanton,21 - 30 years,5-7 years,Master's degree,Woman
4392,4/29/2021 22:24:11,35-44,Health care,Clinical Research Coordinator,75000,500,USD,United States,California,San Diego,11 - 20 years,8 - 10 years,College degree,Prefer Not Answer
5036,4/29/2021 22:30:18,25-34,Nonprofits,Aquatics Director,67000,0,USD,USA,California,San Francisco,5-7 years,2 - 4 years,College degree,Woman
3533,4/29/2021 22:32:51,35-44,Transport or Logistics,Client Relationship Manager,61000,10000,USD,US,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman
930,4/29/2021 22:34:40,35-44,"Accounting, Banking & Finance",Data Analyst Manager,141700,18000,USD,USA,Virginia,Richmond,21 - 30 years,11 - 20 years,Master's degree,Woman
2447,4/29/2021 22:35:03,25-34,Business or Consulting,Se Implementation consultant,45760,0,USD,United States,Texas,El Paso,5-7 years,5-7 years,College degree,Man
7041,4/29/2021 22:36:42,35-44,Engineering or Manufacturing,Senior Software Engineer ,106000,300,USD,United States,Kansas,Olathe,11 - 20 years,11 - 20 years,College degree,Man
2576,4/29/2021 22:37:13,35-44,Nonprofits,Therapist,47000,0,USD,United States,Idaho,Boise,11 - 20 years,1 year or less,Master's degree,Woman
8505,4/29/2021 22:37:59,25-34,Health care,Registered nurse ,76453,4411,USD,US,Wisconsin,Madison ,11 - 20 years,5-7 years,College degree,Woman
2929,4/29/2021 22:39:49,55-64,Education (Higher Education),Executive Assistant,49000,0,GBP,USA,Ohio,Cincinnati,21 - 30 years,11 - 20 years,Master's degree,Woman
6553,4/29/2021 22:39:57,25-34,Architecture,Architectural Designer,60000,0,USD,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman
9384,4/29/2021 22:40:05,25-34,Nonprofits,"Associate Director, Culture and Talent",82000,5000,USD,United States,District of Columbia,Washington DC ,8 - 10 years,5-7 years,Master's degree,Woman
8218,4/29/2021 22:40:53,25-34,Law,Client Services Director ,55120,400,USD,USA,California,Los Angeles,5-7 years,5-7 years,College degree,Woman
4606,4/29/2021 22:42:19,45-54,Government and Public Administration,Human Resources Analyst,63204,0,USD,United States,California,Fort Bragg,21 - 30 years,21 - 30 years,Master's degree,Woman
13239,4/29/2021 22:43:33,25-34,Computing or Tech,Business Applications Delivery Manager,119161,6000,USD,United States,Virginia,McLean,5-7 years,5-7 years,College degree,Woman
5790,4/29/2021 22:43:57,45-54,Recruitment or HR,Director of Human Resources ,90000,10000,USD,USA,Florida,Sarasota,11 - 20 years,11 - 20 years,College degree,Woman
107,4/29/2021 22:45:55,45-54,Government and Public Administration,Human Resources Analyst,63204,0,USD,United States,California,Fort Bragg,21 - 30 years,21 - 30 years,Master's degree,Woman
7709,4/29/2021 22:46:59,25-34,Recruitment or HR,Implementation Specialist ,40000,0,USD,United States,Virginia,Norfolk,5-7 years,2 - 4 years,College degree,Woman
1131,4/29/2021 22:52:40,25-34,Education (Higher Education),IRB Administrator ,64000,0,USD,USA,Massachusetts,Chestnut Hill,8 - 10 years,5-7 years,Master's degree,Woman
935,4/29/2021 22:59:15,25-34,Computing or Tech,Senior Program Manager,120000,20000,USD,United States,New York,New York,8 - 10 years,5-7 years,Master's degree,Woman
5271,4/29/2021 23:01:04,25-34,Computing or Tech,Operations Analyst,69000,0,USD,USA,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman
11745,4/29/2021 23:02:52,35-44,Education (Higher Education),Discovery & Resource Management Systems Coordinator (Librarian III) ,73000,0,USD,USA,Massachusetts,Amherst,11 - 20 years,11 - 20 years,Master's degree,Woman
282,4/29/2021 23:04:56,35-44,"Marketing, Advertising & PR",Senior Account Supervisor,101700,2500,USD,United States,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman
12906,4/29/2021 23:06:04,35-44,Education (Higher Education),Systems Engineer,70500,0,USD,USA,Kansas,Lawrence,11 - 20 years,11 - 20 years,Master's degree,Man
1677,4/29/2021 23:07:38,25-34,Staffing agency,Benefits Specialist,62400,5350,USD,US,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman
4842,4/29/2021 23:10:50,35-44,Government and Public Administration,Supervisory Librarian,97000,0,USD,Usa,District of Columbia,DC,11 - 20 years,8 - 10 years,Master's degree,Woman
5162,4/29/2021 23:11:49,35-44,Nonprofits,Program Manager,80700,1500,USD,US,Colorado,Lakewood,11 - 20 years,1 year or less,Master's degree,Woman
112,4/29/2021 23:16:07,18-24,Business or Consulting,Consultant ,89000,2000,USD,United States ,District of Columbia,DC,2 - 4 years,2 - 4 years,College degree,Man
2796,4/29/2021 23:23:59,35-44,"Diversity, Equity & Inclusion ",Manager,140000,20000,USD,US,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman
6564,4/29/2021 23:26:36,25-34,Utilities & Telecommunications,Supply Chain Manager,140000,0,USD,USA,California,San Francisco,11 - 20 years,5-7 years,College degree,Woman
8782,4/29/2021 23:26:50,35-44,Computing or Tech,Data warehouse operations analyst ,70000,0,USD,Usa,Virginia,"Fairfax, va",11 - 20 years,5-7 years,College degree,Woman
409,4/29/2021 23:28:43,35-44,Recruitment or HR,Associate Manager- HR Operations,90000,6000,USD,US,New Jersey, Berkley Heights ,5-7 years,5-7 years,Master's degree,Woman
3098,4/29/2021 23:30:06,18-24,Engineering or Manufacturing,Process Safety Engineer,95000,5009,USD,United States,California,Palo Alto,2 - 4 years,2 - 4 years,College degree,Woman
12680,4/29/2021 23:30:07,35-44,Computing or Tech,Software developer ,74860,0,USD,Usa,Idaho,Boise ,11 - 20 years,11 - 20 years,College degree,Non-binary
